id_commande;id_client;date_commande;id_produit;quantite;prix_unitaire_applique;statut;mode_livraison;motif_annulation
CMD000153;C0111;2025-01-14;6;2;1.40;LIVREE;domicile;
CMD000154;C0219;2025-01-14;17;2;3.00;Livrée;retrait_ferme;
CMD000154;C0219;2025-01-14;22;3;4.80;LIVREE;retrait_ferme;
CMD000155;C0177;2025-01-14;29;0.2;28,00;Livrée;point_relais;
CMD000155;C0177;2025-01-14;26;1;8.90;livrée;point_relais;
CMD000156;C0151;14-01-25;27;1;3.40;LIVREE;point_relais;
CMD000157;C0121;2025-01-15;19;2;7.50;livrée;point_relais;
CMD000157;C0121;2025-01-15;23;4;12.50;Livrée;point_relais;
CMD000158;C0236;2025-01-15;28;4;1.90;Livree;retrait_ferme;
CMD000158;C0236;15/01/2025;30;0.2;24.00;Livree;retrait_ferme;
CMD000159;C0080;15/01/2025;14;3;4.90;Livree;point_relais;
CMD000159;C0080;2025-01-15;6;1;1.40;Livrée;point_relais;
CMD000159;C0080;2025-01-15;26;3;8,90;Livree;point_relais;
CMD000160;C0091;2025-01-15;23;1;12.50;Livree;domicile;
CMD000160;C0091;2025-01-15;20;2;8.20;Livree;Domicile;
CMD000160;C0091;2025-01-15;8;1.5;2.60;Livree;domicile;
CMD000161;C0064;15/01/2025;39;1;4.90;Livrée;point_relais;
CMD000162;C0958;2025-01-15;27;2;3.40;LIVREE;point_relais;
CMD000162;C0279;15-01-25;17;3;3.00;livrée;point_relais;
CMD000162;C0279;2025-01-15;40;2;3.50;livrée;point_relais;
CMD000163;C0062;2025-01-15;30;0.5;24,00;Livree;domicile;
CMD000164;C0183;2025-01-15;20;1;8.20;Livrée;point_relais;
CMD000164;C0183;15/01/2025;1;1,5;4.20;Livrée;Point_relais;
CMD000164;C0183;2025-01-15;26;4;8,90;Livree;point_relais;
CMD000164;C0183;15/01/2025;21;1;9.90;Livree;point_relais;
CMD000165;C0151;15/01/2025;35;1;3.90;Livree;point_relais;
CMD000165;C0151;15/01/2025;14;1;4.90;livrée;point_relais;
CMD000165;C0151;2025-01-15;21;3;9,90;Livree;point_relais;
CMD000165;C0151;2025-01-15;4;3;2.10;livrée;point_relais;
CMD000165;C0151;2025-01-15;31;3;1,20;livrée;point_relais;
CMD000166;C0032;2025-01-15;36;1;5,20;ANNULEE;point_relais;annulation client
CMD000166;C0032;2025-01-15;5;1.5;1.90;Annulée;point_relais;annulation client
CMD000166;C0032;2025-01-15;33;1;4,20;annulée;point_relais;annulation client
CMD000166;C0032;2025-01-15;32;1;2.20;annulée;point_relais;annulation client
CMD000167;C0008;2025-01-15;9;2;9.00;LIVREE;point_relais;
CMD000168;C0031;2025-01-16;25;4;4.90;Livree;domicile;
CMD000169;C0198;2025-01-16;33;4;4.20;Livree;domicile;
CMD000169;C0198;16-01-25;10;0.5;2.90;Livrée;domicile;
CMD000169;C0198;2025-01-16;37;1;3.10;Livrée;domicile;
CMD000169;C0198;2025-01-16;32;2;2.20;livrée;domicile;
CMD000169;C0198;16/01/2025;7;1;4.50;LIVREE;domicile;
CMD000170;C0005;2025-01-16;38;1;5.60;Livree;point_relais;
CMD000170;C0005;2025-01-16;9;1;9.00;Livree;point_relais;
CMD000171;C0028;2025-01-16;25;1;4.90;Livrée;Domicile;
CMD000171;C0028;2025-01-16;29;0.2;28,00;LIVREE;domicile;
CMD000171;C0028;16/01/2025;33;2;4.20;LIVREE;Domicile;
CMD000172;C0151;2025-01-16;31;4;1.20;livrée;point_relais;
CMD000173;C0090;2025-01-16;34;2;4,80;Livree;point_relais;
CMD000173;C0090;2025-01-16;23;3;12.50;Livree;point_relais;
CMD000173;C0090;16/01/2025;26;1;8.90;Livrée;point_relais;
CMD000174;C0241;2025-01-16;36;4;5,20;Annulée;point_relais;paiement refusé
CMD000175;C0217;2025-01-16;21;2;9,90;Livrée;domicile;
CMD000176;C0132;2025-01-16;12;3;3.50;Livrée;domicile;
CMD000176;C0132;2025-01-16;20;4;8.20;livrée;Domicile;
CMD000177;C0151;2025-01-16;31;1;1,20;Livree;domicile;
CMD000177;C0151;2025-01-16;3;2;3.60;LIVREE;domicile;
CMD000178;C0207;16/01/2025;28;4;1.90;livrée;domicile;
CMD000178;C0207;2025-01-16;38;3;5.60;livrée;domicile;
CMD000178;C0207;2025-01-16;33;3;4.20;livrée;domicile;
CMD000179;C0297;16/01/2025;38;3;5.60;Livree;point_relais;
CMD000179;C0297;16/01/2025;23;2;12.50;Livrée;point_relais;
CMD000179;C0297;2025-01-16;27;4;3.40;LIVREE;point_relais;
CMD000180;C0107;2025-01-16;22;1;4.80;Livree;point_relais;
CMD000180;C0107;2025-01-16;39;0.5;4.90;Livrée;point_relais;
CMD000180;C0107;2025-01-16;9;1;9.00;livrée;point_relais;
CMD000180;C0107;2025-01-16;31;3;1.20;Livree;point_relais;
CMD000181;C0250;2025-01-17;21;2;9.90;Livrée;point_relais;
CMD000181;C0250;2025-01-17;30;0.2;24.00;Livree;point_relais;
CMD000181;C0250;2025-01-17;25;3;4.90;LIVREE;point_relais;
CMD000181;C0250;2025-01-17;33;2;4.20;livrée;point_relais;
CMD000181;C0250;2025-01-17;16;3;8,50;livrée;point_relais;
CMD000182;C0076;2025-01-17;30;0.2;24.00;Livree;point_relais;
CMD000182;C0076;2025-01-17;15;2;5,80;Livree;point_relais;
CMD000182;C0076;2025-01-17;12;0.5;3.50;Livrée;point_relais;
CMD000183;C0010;2025-01-17;3;3;3.60;livrée;point_relais;
CMD000184;C0271;2025-01-17;29;0,5;28.00;Livrée;retrait_ferme;
CMD000185;C0029;2025-01-17;40;2;3.50;LIVREE;Point_relais;
CMD000185;C0987;17/01/2025;12;1;3.50;Livree;point_relais;
CMD000185;C0029;2025-01-17;4;1;2.10;Livree;point_relais;
CMD000185;C0029;2025-01-17;20;2;8.20;livrée;point_relais;
CMD000186;C0288;2025-01-17;39;3;4,90;Livree;Retrait_ferme;
CMD000186;C0288;2025-01-17;27;3;3.40;Livrée;retrait_ferme;
CMD000187;C0183;2025-01-17;32;2;2.20;LIVREE;domicile;
CMD000187;C0183;17/01/2025;20;1;8.20;livrée;domicile;
CMD000187;C0183;2025-01-17;26;1;8.90;livrée;domicile;
CMD000187;C0183;2025-01-17;36;2;5.20;livrée;domicile;
CMD000188;C0183;2025-01-17;25;3;4.90;livrée;domicile;
CMD000189;C0185;2025-01-17;22;4;4.80;livrée;point_relais;
CMD000190;C0062;2025-01-17;5;1;1,90;annulée;domicile;annulation client
CMD000190;C0062;2025-01-17;12;3;3.50;annulée;domicile;annulation client
CMD000190;C0062;17-01-25;36;4;5.20;annulée;domicile;annulation client
CMD000190;C0062;2025-01-17;22;1;4.80;annulee;domicile;annulation client
CMD000190;C0062;2025-01-17;22;1;4.80;annulee;domicile;annulation client
CMD000191;C0203;2025-01-17;30;0,2;24.00;Livree;retrait_ferme;
CMD000192;C0045;2025-01-17;32;2;2,20;Livree;point_relais;
CMD000192;C0045;2025-01-17;34;4;4,80;livrée;point_relais;
CMD000192;C0045;17/01/2025;27;1;3.40;Livrée;point_relais;
CMD000193;C0245;2025-01-18;34;2;4,80;Livrée;point_relais;
CMD000194;C0078;2025-01-18;29;0,2;28.00;LIVREE;Domicile;
CMD000194;C0078;2025-01-18;28;2;1.90;livrée;domicile;
CMD000195;C0300;18/01/2025;37;2;3,10;Livrée;domicile;
CMD000195;C0300;2025-01-18;24;2;5,60;Livrée;Domicile;
CMD000195;C0300;2025-01-18;24;2;5,60;Livrée;Domicile;
CMD000195;C0300;2025-01-18;40;2;3,50;LIVREE;domicile;
CMD000196;C0080;18/01/2025;13;1;5.40;Livree;retrait_ferme;
CMD000196;C0080;2025-01-18;8;1;2.60;LIVREE;retrait_ferme;
CMD000196;C0080;2025-01-18;37;3;3.10;LIVREE;retrait_ferme;
CMD000196;C0080;2025-01-18;21;1;9.90;Livree;retrait_ferme;
CMD000196;C0080;2025-01-18;38;2;5.60;Livree;retrait_ferme;
CMD000197;C0174;2025-01-18;31;4;1.20;Livrée;point_relais;
CMD000197;C0174;2025-01-18;9;3;9,00;LIVREE;point_relais;
CMD000197;C0174;18-01-25;1;2;4,20;LIVREE;point_relais;
CMD000198;C0016;2025-01-18;7;1;4.50;livrée;domicile;
CMD000198;C0016;2025-01-18;17;1;3,00;LIVREE;domicile;
CMD000199;C0104;2025-01-18;20;2;8,20;Livrée;point_relais;
CMD000199;C0104;2025-01-18;11;1;3,20;Livrée;point_relais;
CMD000200;C0114;18/01/2025;26;3;8.90;LIVREE;retrait_ferme;
CMD000200;C0114;2025-01-18;38;1;5.60;Livrée;retrait_ferme;
CMD000201;C0027;2025-01-18;37;1;3.10;Livrée;domicile;
CMD000201;C0027;18/01/2025;35;1;3.90;Livrée;domicile;
CMD000202;C0005;2025-01-18;18;4;4,20;Livree;domicile;
CMD000203;C0062;2025-01-18;26;4;8,90;Livree;point_relais;
CMD000203;C0062;18/01/2025;24;2;5.60;Livree;point_relais;
CMD000203;C0062;2025-01-18;29;0.2;28.00;Livrée;point_relais;
CMD000204;C0185;2025-01-18;1;3;4.20;Livrée;domicile;
CMD000205;C0251;2025-01-18;28;2;1.90;livrée;domicile;
CMD000206;C0019;2025-01-18;2;0,5;2.80;Livree;domicile;
CMD000206;C0019;2025-01-18;39;0,5;4.90;livrée;domicile;
CMD000206;C0019;18-01-25;18;1;4.20;LIVREE;domicile;
CMD000207;C0162;2025-01-18;15;1.5;5,80;Livrée;domicile;
CMD000207;C0162;2025-01-18;32;1;2.20;Livrée;domicile;
CMD000207;C0162;2025-01-18;37;2;3,10;livrée;domicile;
CMD000208;C0286;2025-01-18;27;3;3,40;Livree;domicile;
CMD000208;C0286;2025-01-18;39;1,5;4.90;LIVREE;domicile;
CMD000209;C0062;18-01-25;37;4;3.10;LIVREE;Retrait_ferme;
CMD000210;C0090;2025-01-19;19;N/A;7.50;Livree;retrait_ferme;
CMD000210;C0090;2025-01-19;17;2;3.00;Livree;retrait_ferme;
CMD000210;C0090;2025-01-19;30;0,5;24.00;LIVREE;retrait_ferme;
CMD000211;C0211;2025-01-19;33;1;4,20;livrée;domicile;
CMD000211;C0211;2025-01-19;33;1;4,20;livrée;domicile;
CMD000211;C0944;19/01/2025;4;0.5;2.10;LIVREE;domicile;
CMD000212;C0263;2025-01-19;32;3;2.20;LIVREE;domicile;
CMD000212;C0263;2025-01-19;7;3;4.50;LIVREE;Domicile;
CMD000213;C0216;19/01/2025;25;3;4.90;LIVREE;domicile;
CMD000213;C0216;2025-01-19;30;0,2;24.00;livrée;domicile;
CMD000214;C0264;2025-01-19;18;1;4,20;Livree;domicile;
CMD000214;C0264;2025-01-19;14;0,5;4.90;Livrée;domicile;
CMD000214;C0264;2025-01-19;32;2;2.20;LIVREE;domicile;
CMD000215;C0290;2025-01-19;27;2;3.40;livrée;Domicile;
CMD000215;C0290;2025-01-19;38;2;5,60;Livrée;domicile;
CMD000215;C0290;19/01/2025;32;2;2.20;LIVREE;domicile;
CMD000216;C0260;2025-01-19;30;0.5;24.00;Livree;domicile;
CMD000216;C0260;2025-01-19;26;1;8.90;LIVREE;domicile;
CMD000217;C0244;2025-01-19;35;2;3.90;Livrée;retrait_ferme;
CMD000217;C0244;2025-01-19;12;1.5;3.50;LIVREE;retrait_ferme;
CMD000218;C0283;2025-01-19;31;1;1,20;LIVREE;point_relais;
CMD000218;C0283;2025-01-19;18;2;4.20;LIVREE;Point_relais;
CMD000218;C0283;19/01/2025;35;4;3,90;Livrée;point_relais;
CMD000218;C0283;2025-01-19;25;1;4.90;Livrée;point_relais;
CMD000219;C0031;2025-01-19;13;1,5;5.40;LIVREE;retrait_ferme;
CMD000220;C0076;19-01-25;37;4;3.10;Livrée;retrait_ferme;
CMD000221;C0135;20-01-25;1;1;4.20;annulee;domicile;météo
CMD000221;C0135;2025-01-20;35;4;3.90;annulee;domicile;météo
CMD000221;C0135;2025-01-20;29;0.5;28,00;Annulée;domicile;météo
CMD000222;C0142;2025-01-20;32;3;2,20;LIVREE;Point_relais;
CMD000222;C0142;20/01/2025;38;2;5.60;livrée;point_relais;
CMD000223;C0270;20-01-25;21;2;9.90;LIVREE;retrait_ferme;
CMD000223;C0270;2025-01-20;20;3;8.20;Livrée;retrait_ferme;
CMD000223;C0270;2025-01-20;10;1;2.90;Livree;retrait_ferme;
CMD000224;C0016;2025-01-20;8;0.5;2,60;Livree;retrait_ferme;
CMD000224;C0016;2025-01-20;21;1;9.90;LIVREE;retrait_ferme;
CMD000224;C0016;2025-01-20;1;1;4.20;livrée;retrait_ferme;
CMD000224;C0016;2025-01-20;36;1;5,20;LIVREE;retrait_ferme;
CMD000225;C0048;2025-01-20;31;2;1,20;LIVREE;point_relais;
CMD000226;C0070;20/01/2025;8;2;2.60;Livrée;domicile;
CMD000226;C0070;2025-01-20;19;4;7.50;livrée;domicile;
CMD000226;C0070;20-01-25;27;2;3.40;Livree;domicile;
CMD000226;C0070;2025-01-20;10;0,5;2.90;Livree;domicile;
CMD000227;C0196;2025-01-20;27;1;3.40;LIVREE;retrait_ferme;
CMD000228;C0211;2025-01-20;35;2;3,90;Livrée;point_relais;
CMD000228;C0211;20/01/2025;21;2;9.90;LIVREE;point_relais;
CMD000229;C0150;2025-01-20;23;4;12,50;LIVREE;point_relais;
CMD000229;C0150;2025-01-20;27;2;3,40;livrée;point_relais;
CMD000230;C0085;2025-01-20;21;1;9,90;LIVREE;domicile;
CMD000230;C0085;2025-01-20;32;1;2,20;LIVREE;domicile;
CMD000231;C0250;2025-01-20;39;1,5;4.90;annulee;domicile;rupture de stock
CMD000231;C0250;2025-01-20;29;0.2;28.00;ANNULEE;domicile;rupture de stock
CMD000232;C0138;20/01/2025;24;1;5.60;livrée;point_relais;
CMD000232;C0138;2025-01-20;16;1.5;8.50;LIVREE;point_relais;
CMD000233;C0224;2025-01-20;35;1;3,90;annulee;point_relais;paiement refusé
CMD000233;C0224;2025-01-20;20;1;8,20;Annulée;point_relais;paiement refusé
CMD000233;C0224;20-01-25;39;2;4,90;Annulée;point_relais;paiement refusé
CMD000233;C0224;2025-01-20;26;1;8.90;annulee;point_relais;paiement refusé
CMD000234;C0282;2025-01-21;38;2;5.60;Livrée;retrait_ferme;
CMD000235;C0151;2025-01-21;13;2;5.40;LIVREE;retrait_ferme;
CMD000236;C0216;2025-01-21;32;4;2.20;Livrée;point_relais;
CMD000236;C0216;2025-01-21;6;3;1,40;Livrée;point_relais;
CMD000237;C0151;2025-01-21;34;3;4,80;LIVREE;domicile;
CMD000237;C0151;2025-01-21;33;4;4.20;LIVREE;domicile;
CMD000238;C0224;2025-01-21;29;0.5;28,00;livrée;domicile;
CMD000239;C0026;2025-01-21;18;3;4.20;livrée;point_relais;
CMD000239;C0026;21/01/2025;21;2;9.90;livrée;point_relais;
CMD000239;C0026;2025-01-21;12;2;3,50;livrée;point_relais;
CMD000240;C0091;2025-01-21;22;2;4.80;livrée;domicile;
CMD000240;C0091;2025-01-21;21;4;9.90;Livree;domicile;
CMD000240;C0091;2025-01-21;34;1;4.80;Livrée;domicile;
CMD000241;C0028;2025-01-21;11;3;3.20;Livrée;Domicile;
CMD000241;C0028;21/01/2025;2;3;2.80;Livree;domicile;
CMD000242;C0301;2025-01-21;31;3;1.20;livrée;point_relais;
CMD000242;C0301;2025-01-21;7;3;4.50;Livrée;Point_relais;
CMD000242;C0301;2025-01-21;25;1;4.90;Livrée;point_relais;
CMD000243;C0219;21/01/2025;31;3;1.20;livrée;domicile;
CMD000244;C0190;2025-01-21;36;2;5.20;Livrée;domicile;
CMD000244;C0190;21/01/2025;21;1;9.90;livrée;domicile;
CMD000244;C0190;2025-01-21;24;1;5.60;livrée;domicile;
CMD000245;C0080;2025-01-21;21;1;9.90;LIVREE;point_relais;
CMD000246;C0113;2025-01-21;27;2;3.40;Livree;point_relais;
CMD000246;C0113;2025-01-21;40;2;3.50;Livrée;point_relais;
CMD000246;C0113;2025-01-21;10;2;2,90;LIVREE;point_relais;
CMD000246;C0113;2025-01-21;25;2;4,90;livrée;point_relais;
CMD000247;C0301;2025-01-22;23;3;12.50;Livrée;point_relais;
CMD000247;C0301;2025-01-22;19;2;7.50;livrée;point_relais;
CMD000247;C0301;22/01/2025;7;3;4,50;livrée;point_relais;
CMD000247;C0301;22/01/2025;27;1;3.40;Livrée;point_relais;
CMD000248;C0300;22-01-25;6;2;1,40;Livree;retrait_ferme;
CMD000248;C0300;2025-01-22;35;3;3.90;Livrée;retrait_ferme;
CMD000249;C0203;2025-01-22;20;2;8,20;Livree;domicile;
CMD000249;C0203;22/01/2025;32;3;2,20;LIVREE;domicile;
CMD000249;C0203;2025-01-22;36;2;5.20;Livree;domicile;
CMD000250;C0307;22/01/2025;39;0,5;4,90;livrée;point_relais;
CMD000250;C0307;2025-01-22;16;1.5;8.50;Livree;point_relais;
CMD000250;C0307;2025-01-22;40;3;3.50;Livrée;point_relais;
CMD000250;C0307;2025-01-22;27;1;3.40;Livree;point_relais;
CMD000250;C0307;2025-01-22;34;4;4.80;Livree;point_relais;
CMD000251;C0205;22-01-25;29;0.5;28.00;Livree;retrait_ferme;
CMD000251;C0205;2025-01-22;35;1;3,90;Livree;retrait_ferme;
CMD000251;C0205;22/01/2025;28;2;1,90;Livrée;retrait_ferme;
CMD000252;C0158;2025-01-22;33;1;4.20;Livrée;Domicile;
CMD000252;C0158;2025-01-22;31;1;1,20;Livree;domicile;
CMD000252;C0158;22-01-25;21;4;9,90;Livrée;domicile;
CMD000253;C0107;2025-01-22;10;3;2,90;LIVREE;domicile;
CMD000253;C0107;2025-01-22;11;1;3.20;LIVREE;domicile;
CMD000253;C0107;2025-01-22;5;2;1.90;livrée;domicile;
CMD000253;C0107;22/01/2025;39;1.5;4.90;livrée;Domicile;
CMD000254;C0282;2025-01-22;23;3;12,50;livrée;Retrait_ferme;
CMD000254;C0282;2025-01-22;27;4;3.40;Livrée;retrait_ferme;
CMD000255;C0105;22-01-25;31;3;1.20;Livrée;point_relais;
CMD000256;C0120;2025-01-22;11;3;3.20;livrée;domicile;
CMD000256;C0120;2025-01-22;40;3;3.50;livrée;domicile;
CMD000256;C0120;2025-01-22;1;1;4.20;livrée;Domicile;
CMD000257;C0211;2025-01-22;15;1;5,80;LIVREE;Retrait_ferme;
CMD000257;C0211;2025-01-22;19;1;7,50;Livree;retrait_ferme;
CMD000257;C0211;2025-01-22;19;1;7,50;Livree;retrait_ferme;
CMD000258;C0170;22/01/2025;3;2;3.60;Livree;Domicile;
CMD000258;C0170;2025-01-22;23;1;12,50;LIVREE;domicile;
CMD000258;C0170;22/01/2025;19;3;7,50;livrée;domicile;
CMD000259;C0090;2025-01-22;10;3;2,90;livrée;domicile;
CMD000259;C0090;2025-01-22;24;2;5,60;LIVREE;domicile;
CMD000259;C0090;2025-01-22;1;3;4.20;LIVREE;domicile;
CMD000260;C0208;2025-01-22;40;2;3.50;LIVREE;point_relais;
CMD000260;C0208;2025-01-22;4;2;2.10;Livree;point_relais;
CMD000261;C0209;2025-01-23;18;1;4.20;Annulée;domicile;annulation client
CMD000262;C0263;23/01/2025;25;1;4.90;Livree;domicile;
CMD000262;C0263;2025-01-23;18;2;4.20;LIVREE;domicile;
CMD000262;C0263;2025-01-23;13;0.5;5.40;livrée;domicile;
CMD000263;C0002;2025-01-23;29;0.5;28.00;Livree;retrait_ferme;
CMD000264;C0183;2025-01-23;39;1,5;4,90;LIVREE;domicile;
CMD000265;C0062;23/01/2025;28;2;1,90;annulée;domicile;annulation client
CMD000265;C0062;2025-01-23;30;0.5;24.00;annulee;Domicile;annulation client
CMD000265;C0062;2025-01-23;23;4;12,50;Annulée;domicile;annulation client
CMD000266;C0183;2025-01-23;27;3;3,40;Livrée;domicile;
CMD000266;C0183;2025-01-23;26;1;8.90;Livrée;domicile;
CMD000266;C0183;2025-01-23;10;2;2,90;LIVREE;domicile;
CMD000266;C0183;2025-01-23;13;0,5;5,40;LIVREE;domicile;
CMD000267;C0120;2025-01-23;36;1;5.20;Livree;point_relais;
CMD000267;C0120;2025-01-23;27;1;3,40;Livrée;Point_relais;
CMD000267;C0120;23/01/2025;8;2;2.60;Livree;point_relais;
CMD000267;C0120;2025-01-23;37;2;3.10;livrée;point_relais;
CMD000268;C0239;2025-01-23;3;3;3.60;livrée;point_relais;
CMD000268;C0239;2025-01-23;24;3;5.60;Livrée;point_relais;
CMD000268;C0239;2025-01-23;33;2;4.20;Livrée;point_relais;
CMD000269;C0274;23/01/2025;19;4;7,50;livrée;point_relais;
CMD000269;C0274;2025-01-23;39;3;4.90;LIVREE;point_relais;
CMD000270;C0202;2025-01-23;24;2;5,60;Livrée;domicile;
CMD000271;C0097;2025-01-23;25;2;4,90;annulée;point_relais;rupture de stock
CMD000271;C0097;2025-01-23;34;2;4,80;ANNULEE;point_relais;rupture de stock
CMD000272;C0145;24/01/2025;27;4;3.40;Livree;point_relais;
CMD000273;C0156;2025-01-24;9;3;9.00;Livrée;domicile;
CMD000273;C0156;2025-01-24;5;3;1.90;livrée;Domicile;
CMD000273;C0156;2025-01-24;27;2;3.40;Livrée;domicile;
CMD000274;C0216;2025-01-24;33;4;4.20;Livrée;retrait_ferme;
CMD000275;C0004;2025-01-24;33;1;4.20;ANNULEE;domicile;paiement refusé
CMD000276;C0213;2025-01-24;10;1;2.90;Livree;domicile;
CMD000276;C0213;2025-01-24;33;2;4.20;Livrée;domicile;
CMD000276;C0213;2025-01-24;20;1;8.20;Livree;domicile;
CMD000277;C0100;2025-01-24;38;1;5.60;LIVREE;domicile;
CMD000277;C0100;2025-01-24;16;1;8,50;livrée;domicile;
CMD000278;C0005;2025-01-24;21;1;9.90;Livree;retrait_ferme;
CMD000278;C0005;2025-01-24;32;4;2.20;LIVREE;retrait_ferme;
CMD000279;C0224;2025-01-24;30;0.2;24.00;LIVREE;point_relais;
CMD000279;C0224;2025-01-24;20;2;8,20;LIVREE;point_relais;
CMD000279;C0224;24/01/2025;32;1;2,20;LIVREE;point_relais;
CMD000280;C0121;2025-01-24;19;2;7.50;Livrée;domicile;
CMD000281;C0311;2025-01-25;35;1;3.90;livrée;retrait_ferme;
CMD000281;C0311;2025-01-25;2;3;2.80;Livrée;retrait_ferme;
CMD000282;C0005;2025-01-25;27;3;3,40;Livree;domicile;
CMD000282;C0005;2025-01-25;25;1;4.90;livrée;domicile;
CMD000282;C0005;2025-01-25;39;1;4,90;LIVREE;domicile;
CMD000282;C0005;25/01/2025;26;2;8.90;Livrée;domicile;
CMD000283;C0044;2025-01-25;13;1.5;5.40;LIVREE;retrait_ferme;
CMD000283;C0044;2025-01-25;24;4;5.60;LIVREE;retrait_ferme;
CMD000284;C0076;2025-01-25;26;4;8.90;Livree;point_relais;
CMD000285;C0279;2025-01-25;37;1;3.10;livrée;retrait_ferme;
CMD000285;C0279;2025-01-25;38;4;5.60;Livrée;Retrait_ferme;
CMD000285;C0279;2025-01-25;4;1;2,10;livrée;retrait_ferme;
CMD000285;C0279;25/01/2025;1;2;4,20;Livree;retrait_ferme;
CMD000286;C0224;2025-01-25;39;1;4.90;LIVREE;point_relais;
CMD000286;C0224;2025-01-25;38;1;5.60;Livree;point_relais;
CMD000287;C0209;2025-01-25;21;2;9.90;Livree;point_relais;
CMD000287;C0209;2025-01-25;6;4;1.40;Livree;point_relais;
CMD000288;C0056;2025-01-25;27;4;3,40;annulée;domicile;client absent
CMD000289;C0291;25/01/2025;18;1;4,20;Livrée;point_relais;
CMD000289;C0291;2025-01-25;3;1,5;3.60;livrée;point_relais;
CMD000289;C0291;2025-01-25;39;1;4.90;Livrée;point_relais;
CMD000290;C0046;2025-01-25;27;2;3,40;annulee;Domicile;météo
CMD000290;C0046;2025-01-25;15;1.5;5.80;Annulée;domicile;météo
CMD000291;C0210;25/01/2025;12;1;3.50;LIVREE;retrait_ferme;
CMD000291;C0210;2025-01-25;3;1,5;3,60;Livree;retrait_ferme;
CMD000291;C0210;2025-01-25;37;2;3,10;Livree;retrait_ferme;
CMD000292;C0070;2025-01-25;37;1;3.10;Livree;Domicile;
CMD000292;C0070;2025-01-25;31;2;1.20;livrée;domicile;
CMD000292;C0070;2025-01-25;40;3;3.50;livrée;domicile;
CMD000293;C0274;2025-01-26;26;4;8,90;livrée;domicile;
CMD000293;C0274;2025-01-26;31;4;1,20;LIVREE;domicile;
CMD000293;C0274;26/01/2025;8;1;2,60;LIVREE;domicile;
CMD000293;C0274;2025-01-26;21;2;9.90;LIVREE;domicile;
CMD000294;C0145;2025-01-26;38;1;5.60;LIVREE;domicile;
CMD000295;C0199;26/01/2025;29;0.5;28.00;LIVREE;point_relais;
CMD000296;C0270;2025-01-26;34;1;4.80;Livrée;domicile;
CMD000296;C0270;26/01/2025;3;0,5;3.60;livrée;domicile;
CMD000296;C0270;2025-01-26;23;3;12.50;livrée;domicile;
CMD000296;C0270;2025-01-26;35;2;3.90;LIVREE;domicile;
CMD000297;C0172;2025-01-26;22;2;4.80;livrée;retrait_ferme;
CMD000297;C0172;2025-01-26;34;1;4.80;Livree;retrait_ferme;
CMD000297;C0172;2025-01-26;40;3;3.50;Livrée;retrait_ferme;
CMD000298;C0126;2025-01-26;22;1;4,80;Livree;point_relais;
CMD000298;C0126;2025-01-26;7;3;4,50;Livrée;point_relais;
CMD000299;C0187;26/01/2025;36;2;5.20;livrée;domicile;
CMD000299;C0187;26/01/2025;12;1;3,50;livrée;domicile;
CMD000300;C0211;2025-01-26;26;3;8.90;Livree;point_relais;
CMD000300;C0211;2025-01-26;31;1;1.20;Livree;point_relais;
CMD000300;C0211;2025-01-26;36;2;5,20;livrée;point_relais;
CMD000300;C0211;2025-01-26;4;2;2.10;Livree;Point_relais;
CMD000301;C0183;26-01-25;32;1;2.20;annulee;retrait_ferme;paiement refusé
CMD000301;C0183;2025-01-26;34;2;4.80;Annulée;retrait_ferme;paiement refusé
CMD000301;C0183;2025-01-26;13;3;5.40;ANNULEE;retrait_ferme;paiement refusé
CMD000301;C0183;26/01/2025;20;2;8.20;ANNULEE;retrait_ferme;paiement refusé
CMD000302;C0010;26/01/2025;23;4;12,50;LIVREE;domicile;
CMD000303;C0090;2025-01-26;22;1;4.80;Livree;point_relais;
CMD000303;C0090;2025-01-26;11;1.5;3.20;Livrée;point_relais;
CMD000303;C0090;2025-01-26;4;3;2,10;Livree;point_relais;
CMD000303;C0090;2025-01-26;32;1;2.20;Livrée;point_relais;
CMD000303;C0090;2025-01-26;26;4;8.90;Livrée;point_relais;
CMD000304;C0285;2025-01-26;31;1;1.20;LIVREE;domicile;
CMD000305;C0088;2025-01-26;11;1.5;3.20;Livrée;domicile;
CMD000305;C0088;2025-01-26;38;2;5.60;livrée;domicile;
CMD000305;C0088;2025-01-26;10;3;2.90;Livree;domicile;
CMD000306;C0076;2025-01-26;7;1;4,50;Livree;domicile;
CMD000306;C0076;2025-01-26;38;2;5.60;livrée;domicile;
CMD000306;C0076;26-01-25;23;2;12.50;Livree;domicile;
CMD000306;C0076;26/01/2025;20;4;8.20;Livrée;domicile;
CMD000307;C0132;2025-01-26;31;1;1.20;Livree;domicile;
CMD000307;C0132;2025-01-26;31;1;1.20;Livree;domicile;
CMD000307;C0132;2025-01-26;35;1;3.90;LIVREE;Domicile;
CMD000308;C0045;2025-01-27;39;1;4.90;livrée;Point_relais;
CMD000308;C0045;2025-01-27;23;1;12.50;LIVREE;point_relais;
CMD000308;C0045;27-01-25;19;2;7,50;livrée;point_relais;
CMD000308;C0045;2025-01-27;34;1;4.80;LIVREE;point_relais;
CMD000309;C0291;2025-01-27;33;4;4.20;livrée;Retrait_ferme;
CMD000309;C0291;2025-01-27;5;2;1.90;LIVREE;retrait_ferme;
CMD000309;C0291;2025-01-27;5;2;1.90;LIVREE;retrait_ferme;
